drug_name,CID,ex_drug_id
Aloxistatin,65663,3815
pd 150606,9839500,3816
otenabant,10052040,3817
cannabidiol,644019,3818
Indisulam,216468,3819
DORZOLAMIDE HYDROCHLORIDE,6918132,3820
Irosustat,5287541,3821
Cyclobenzaprine hydrochloride,22576,3822
azasetron hydrochloride,115000,3823
granisetron,5284566,3824
Tegaserod,135409453,3825
Balsalazide Disodium,135413496,3826
Lumefantrine,6437380,3827
methylene blue,6099,3828
HALOFANTRINE HYDROCHLORIDE,37392,3829
Pyronaridine Tetraphosphate,156867,3830
crotamiton,688020,3831
170151-24-3,9840545,3832
Asenapine maleate,6917875,3833
Sumanirole maleate,9818478,3834
PD 128907,115107,3835
Pramipexole dihydrochloride,119569,3836
ALBUTEROL SULFATE,39859,3837
procaterol hydrochloride,43091,3838
SGC2085,121231417,3839
PCI-27483,135425273,3840
CITCO,9600409,3841
Balicatib,10201696,3842
BQ-123,443289,3843
Atrasentan,159594,3844
Sitaxsentan,216235,3845
865231-46-5,46854655,3846
GLPG0974,57520598,3847
Basmisanil,57336276,3848
TD139,73774610,3849
GGTI-2418,11539477,3850
Adomeglivant,91933867,3851
10-Deacetylbaccatin III,154272,3852
LY2365109 hydrochloride,56972229,3853
NIBR189,36295259,3854
Pyridostatin,25227847,3855
Anamorelin,9828911,3856
Ibutamoren mesylate,6450830,3857
Esomeprazole Sodium,46853837,3858
A 419259,6539952,3859
"ZD7288 hydrate, >=98% (HPLC)",71311906,3860
Daclatasvir dihydrochloride,25154713,3861
Clemizole hydrochloride,5309446,3862
nelfinavir,64143,3863
CPI-203,71291068,3864
Atiprimod,129869,3865
Triptonide,65411,3866
Mitiglinide calcium,5478927,3867
BGP-15,9884807,3868
CHEMBL3114578,71621170,3869
ATN-161,9960285,3870
289483-69-8,196970,3871
Cridanimod,38072,3872
PF-06650833,118414016,3873
Telithromycin,3002190,3874
SR9243,76073169,3875
BMS-986020,49792850,3876
Amiselimod hydrochloride,67418070,3877
Siponimod,44599207,3878
Phenelzine sulfate,61100,3879
Selegiline hydrochloride,26758,3880
CROMOLYN SODIUM,27503,3881
Pomaglumetad methionil,25195354,3882
201943-63-7,9819927,3883
PF-4693627,53252516,3884
Eplerenone,443872,3885
Dofequidar,213040,3886
171927-40-5,9995890,3887
chlorhexidine,9552079,3888
GW-4869,6476900,3889
848141-11-7,46861623,3890
PNU-282987,11243536,3891
Fluphenazine dihydrochloride,67356,3892
Levamisole hydrochloride,27944,3893
betaine,247,3894
Acamprosate calcium,155434,3895
Dexanabinol,107778,3896
Cebranopadol,11848225,3897
112648-68-7,104794,3898
Daidzin,107971,3899
TM-5275,25174437,3900
cantharidin,5944,3901
PENTAMIDINE ISETHIONATE,8813,3902
121268-17-5,23681107,3903
SCHEMBL13739290,70983934,3904
LB-100,3578572,3905
SHP099,118238298,3906
MLS-0090801.0001,1357397,3907
RRX-001,15950826,3908
Nimorazole,23009,3909
Efaproxiral,122335,3910
Lurbinectedin,57327016,3911
Favipiravir,492405,3912
SOFOSBUVIR,45375808,3913
Flecainide acetate,41022,3914
Eltrombopag olamine,135449331,3915
Ibandronate sodium monohydrate,23663991,3916
ITX3,1362865,3917
AZD3965,10369242,3918
BAY-876,118191391,3919
FCCP,3330,3920
bafilomycin A1,6436223,3921
THZ1,73602827,3922
Plinabulin,9949641,3923
Irinotecan hydrochloride,74990,3924
A-485,118958122,3925
Abemaciclib,46220502,3926
Alvespimycin hydrochloride,9852573,3927
"001, RAD",6442177,3928
Ribociclib,44631912,3929
41276-02-2,336423,3930
doxorubicin,31703,3931
Doxorubicin Hydrochloride,443939,3932
CHEMBL574181,11957503,3933
Alitretinoin,449171,3934
GLPG0187,53340771,3935
Citarinostat,53340426,3936
Artenimol,3000518,3937
AZD5582,49847690,3938
"AZ13409007, AKTaz",AZ,3939
AZD4320,86661883,3940
AZ13453202,AZ,3941
AZ12419304,16750158,3942
41575-94-4,426756,3943
Carboplatin Paclitaxel,131729795,3944
CHEMBL3103192,56946894,3945
3'-Epi Gemcitabine (Gemcitabine Impurity),3461,3946
CB 300919,9938280,3947
JNK-IN-7,57340685,3948
RA-XII,10373581,3949
LSM-4270,3143,3950
CHEMBL1981047,21874004,3951
3-Amino-2-oxazolidinone,65725,3952
Tizoxanide,394397,3953
Acamprosate,71158,3954
Cycloguanil,9049,3955
PENTOLINIUM TARTRATE,5849,3956
chlorphenesin,7697,3957
Pyrazine-2-carboxylic acid,1047,3958
DIPHENIDOL,3055,3959
Ezetimibe glucuronide,9894653,3960
dextromethorphan,5360696,3961
S-nitrosoglutathione,104858,3962
cefmenoxime,9570757,3963
Cevimeline,83898,3964
pinacidil,4826,3965
GUANFACINE,3519,3966
zaleplon,5719,3967
Norcisapride,3019427,3968
AZATADINE,19861,3969
trihexyphenidyl,5572,3970
dihydroergotamine,10531,3971
testolactone,13769,3972
doxapram,3156,3973
acetohexamide,1989,3974
foscarnet,3415,3975
Cilastatin,6435415,3976
OXYPHENONIUM BROMIDE,5748,3977
proguanil,6178111,3978
METYROSINE,441350,3979
VALPROIC ACID,3121,3980
abacavir,441300,3981
ILOPROST,5311181,3982
amodiaquine,2165,3983
novobiocin,54675769,3984
6-Hydroxy Buspirone,9930913,3985
triflupromazine,5568,3986
atenolol,2249,3987
FOSFOMYCIN,446987,3988
mecamylamine,4032,3989
cisapride,6917698,3990
Armodafinil,9690109,3991
DEXCHLORPHENIRAMINE,33036,3992
4-Aminosalicylic acid,4649,3993
efavirenz,64139,3994
tolazoline,5504,3995
pargyline,4688,3996
acetazolamide,1986,3997
DESOXYCORTICOSTERONE PIVALATE,11876263,3998
Carglumic acid,121396,3999
Ribavirin 5'-triphosphate,122108,4000
Minoxidil sulphate,4202,4001
fenoprofen,3342,4002
imipramine,3696,4003
Phensuximide,6839,4004
galanthamine,9651,4005
Bosentan,104865,4006
4812-40-2,121858,4007
Ibutilide,60753,4008
Quinine,3034034,4009
Eptifibatide,448812,4010
ISOSORBIDE DINITRATE,6883,4011
Enalaprilat,5462501,4012
paromomycin,165580,4013
Palonosetron,6337614,4014
Succinylcholine chloride,22475,4015
METAXALONE,15459,4016
carbachol,5831,4017
"2',3'-Dideoxycytidine 5'-triphosphate",119119,4018
Nabilone,5284592,4019
Oseltamivir acid,449381,4020
PAMIDRONIC ACID,4674,4021
ethambutol,14052,4022
methylergonovine,8226,4023
MEPHENYTOIN,4060,4024
liothyronine,5920,4025
furazolidone,5323714,4026
testosterone,6013,4027
Miglustat,51634,4028
tiagabine,60648,4029
PHENPROCOUMON,54680692,4030
sertraline,68617,4031
baclofen,2284,4032
Bretylium tosylate,6100,4033
sulfinpyrazone,5342,4034
CANRENONE,13789,4035
GUANADREL,38521,4036
diethylcarbamazine,3052,4037
meclofenamic acid,4037,4038
buspirone,2477,4039
Piperazine hexahydrate,120181,4040
Mebutamate,6151,4041
Ulipristal acetate,130904,4042
Sodium diethyldithiocarbamate trihydrate,517546,4043
trimethobenzamide,5577,4044
acetohydroxamic acid,1990,4045
dantrolene,6914273,4046
diazoxide,3019,4047
oxyphenbutazone,4641,4048
PYRVINIUM CHLORIDE DIHYDRATE,12314839,4049
AURANOFIN,24199313,4050
cerivastatin,446156,4051
digitoxin,441207,4052
CHEMBL2137189,53316143,4053
CHEMBL2134016,53316142,4054
(+)-Blebbistatin,6604910,4055
NCGC00161622-03,16759511,4056
HYDROXYCHLOROQUINE SULFATE,12947,4057
CHEMBL3392636,53316139,4058
NCGC00253463-01,57519527,4059
Isocycloheximide,2900,4060
CHEMBL2138352,57519547,4061
SCHEMBL3489513,57519548,4062
KN-62,5312126,4063
CHEMBL2134640,53316137,4064
CHEMBL2132584,57519521,4065
CHEMBL1444076,2956,4066
NCGC00242502-01,53316140,4067
cc-57,3002977,4068
arachidonylcyclopropylamide,5311007,4069
CHEMBL2142770,49853312,4070
CHEMBL2132150,57519516,4071
Tocris-1958,6604924,4072
53003-10-4,3085092,4073
Tocris-1097,6604814,4074
ITK ANTAGONIST,44201333,4075
CBiol_002052,5637,4076
Cobimetinib (R-enantiomer),16222097,4077
CHEMBL3188661,73265214,4078
CHEMBL494027,44573504,4079
NCGC00344999-01,73265222,4080
CHEMBL3103191,76321032,4081
FOLFIRI regimen,136170999,4082
Folfox protocol,135659064,4083
20439-47-8,43806,4084
SCHEMBL1559365,56951429,4085
PIPERACETAZINE,19675,4086
HG-14-10-04,56655374,4087
AZ12799043,AZ,4088
SCHEMBL3315478,68591670,4089
AZ13406193,AZ,4090
33419-42-0,36462,4091
NCGC00263266-01,73330432,4092
CHEMBL3348966,73330430,4093
Gramicidin S,73357,4094
DECOQUINATE,29112,4095
Cipargamin,44469321,4096
Febrifugine,9851692,4097
"1-[(3S,9R,10R)-12-[(2S)-1-(dimethylamino)propan-2-yl]-9-[[(4-fluorophenyl)sulfonyl-methylamino]methyl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3-phenylurea",49849912,4098
CHEMBL3348986,73330431,4099
Amodiaquin dihydrochloride dihydrate,64646,4100
(-)-Threo-Mefloquine,3000506,4101
CHEMBL3348850,73265252,4102
500-92-5,6178111,4103
genz-669178,53494972,4104
CHEMBL3348825,135903606,4105
Docetaxolum,148124,4106
2-amino-5-chloro-3-(2-ethoxy-5-fluorophenyl)-3H-indol-3-ol,53248764,4107
"2-(aminomethyl)-3,5-ditert-butylphenol",10354063,4108
SCHEMBL3612563,16725316,4109
fosmidomycin,572,4110
FR-900098,162204,4111
CHEMBL3349014,73265241,4112
Thioproperazine dimesylate,12444299,4113
ETONOGESTREL,6917715,4114
Visudyne (TN),11980904,4115
Tavaborole,11499245,4116
NCGC00263837-01,136257949,4117
triclosan,5564,4118
NITD-609 Enantiomer,44251608,4119
Mibefradil,60663,4120
Hexylcaine hydrochloride,102426,4121
Esreboxetine,65856,4122
Sarpogrelate,5160,4123
VER-3323,6604042,4124
Nisoxetine,4500,4125
NSC-169091,14676,4126
Bifemelane,2377,4127
chlorpheniramine,2725,4128
doxepin,667477,4129
desipramine,2995,4130
SB 228357,443390,4131
Diphemanil,6127,4132
clobetasone butyrate,71386,4133
tocainide,38945,4134
Triclocarban,7547,4135
Fluspirilene,3396,4136
lomerizine,3949,4137
nicardipine,4474,4138
LIDOFLAZINE,3926,4139
l-Sotalol,6101895,4140
"2,6-dimethyl-4-[2-[3-[(2-methylpropan-2-yl)oxy]-3-oxoprop-1-enyl]phenyl]-1,4-dihydropyridine-3,5-dicarboxylic acid diethyl ester",68733,4141
fendiline,3336,4142
MORICIZINE,34633,4143
CHEMBL3856066,73265248,4144
disopyramide,3114,4145
"N-[2,6-Dimethoxy-4-methyl-5-[3-(trifluoromethyl)phenoxy]quinolin-8-yl]pentane-1,4-diamine",69401460,4146
PRIMAQUINE,4908,4147
14913-33-8,5702198,4148
racemic-Tasocitinib,9818231,4149
Darinaparsin,11683005,4150
FH535,3463933,4151
GSK0660,46233311,4152
934593-90-5,16124726,4153
Y-39983 dihydrochloride 2/3 H2O,73013358,4154
Stibogluconate,16683013,4155
su6656,5312137,4156
TCS 401,56972185,4157
CHEMBL1254007,15949613,4158
Cardamonin,641785,4159
PI 3-Kalpha Inhibitor IV,16760620,4160
HNHA,16126782,4161
Tyrphostin AG 538,5328760,4162
Ryuvidine,481747,4163
PDGF Receptor Tyrosine Kinase Inhibitor III,10907042,4164
Src Kinase Inhibitor I,1474853,4165
AZD-4877,10368812,4166
11-cis Retinoic Acid,9796370,4167
ZINC103939005,ZINC,4168
Eloxatin (TN),9887054,4169
MK-4541,59691338,4170
MRK003,15953832,4171
JNK-IN-8,57340686,4172
5Z-7-Oxozeaenol,9863776,4173
BI605906,23652660,4174
SF1670,9926586,4175
Toxoflavin,66541,4176
108740-89-2,130966,4177
945976-43-2,44560455,4178
AMG-511,56947516,4179
Lorlatinib,71731823,4180
ML323,60167849,4181
Pilaralisib,56599306,4182
Tesevatinib,10458325,4183
XMD17-109,71604307,4184
Idrocilamide,1550874,4185
57819-79-1,83979,4186
Pterostilbene,5281727,4187
Rimcazole,53389,4188
1809249-37-3,121304016,4189
2-Cyanopyrimidine,2757979,4190
ACIFLUORFEN-SODIUM,44072,4191
Nelfinavir mesylate,64142,4192
Rupintrivir,6440352,4193
Triflupromazine hydrochloride,66069,4194
Anidulafungin,166548,4195
Boceprevir,10324367,4196
Bunamidine hydrochloride,13985,4197
Compound 120,91826481,4198
Homochlorcyclizine,3627,4199
PROGLUMETACIN,4921,4200
PROMETHAZINE HYDROCHLORIDE,6014,4201
RGB-286638 free base,11285002,4202
SIMEPREVIR,24873435,4203
Tipranavir,54682461,4204
fluoxetine,3386,4205
hexetidine,3607,4206
BAY 65-1942,135449292,4207
TNF-Alpha,44356648,4208
SCHEMBL20501483,135330301,4209
4-Hydroxytamoxifen,449459,4210
IGF-OSI,,4211
SCHEMBL3313928,68592449,4212
AZ13036220,AZ,4213
CHEMBL2325704,46244173,4214
SCHEMBL1557791,44609510,4215
NSC169534,1691,4216
Arterolane,10475633,4217
NCGC00164596-01,73265255,4218
CHEMBL3348901,155410,4219
CHEMBL1398119,16757640,4220
Lopac0_000860,11957650,4221
NCGC00247733-01,5281091,4222
"(4R,4aS,7aR)-3-(cyclopropylmethyl)-4a,9-dihydroxy-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7-one",5702239,4223
Cefotiam hcl,47896,4224
NCGC00165790-01,17757215,4225
N-[2-[[3-(4-chlorophenyl)prop-2-enyl-methylamino]methyl]phenyl]-N-(2-hydroxyethyl)-4-methoxybenzenesulfonamide,5312122,4226
ppads,4881,4227
SCHEMBL18308248,73330446,4228
Olesoxime,76971721,4229
NCGC00345336-01,73330445,4230
UNII-97BYM00ASD,154572858,4231
Acifluorfen,44073,4232
NCGC00183270-01,44072,4233
Z-FA-fluoromethyl ketone,5311161,4234
Saquinavir mesylate,60934,4235
GS-441524,44468216,4236
Cephaeline Hydrobromide,45489168,4237
NGI-1,2519269,4238
"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aR)-3-[(tert-butylamino)-oxomethyl]-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[[oxo(2-quinolinyl)methyl]amino]butanediamide",454469,4239
"3-(2,6-dichloro-3,5-dimethoxy-phenyl)-1-[6-[4-(4-ethylpiperazin-1-yl)anilino]pyrimidin-4-yl]-1-methyl-urea",SMI,4240
915385-81-8 (free base),15604015,4241
Poly(2-fluoroadenylic acid),3080922,4242
TMPN,137994,4243
N-[(E)-1-(2-pyridyl)ethylideneamino]azetidine-1-carbothioamide,5351307,4244
C9H16N2O4S,24808478,4245
Bacitracin (Zinc),1405-89-6,4246
